Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
NGFR	NRADD	19407813	(mentha)
NGFR	SALL2	19131967	(mentha)
NGFR	SORT1	19407813	(mentha)
NGFRAP1	TSC1	17355907	(mentha)
NGLY1	PSMC1	16249333|15358861	(mentha)
NGLY1	KPNA2	11562482	(mentha)
NGLY1	RAD23B	11562482|16249333|15358861	(mentha)
NGLY1	UBC	11562482	(mentha)
NGLY1	RPS2	11562482	(mentha)
NGLY1	VCP	16709668|17496150	(mentha)
NHLRC1	HSPA1B	19036738	(mentha)
NHP2	HMBOX1	23685356	(mentha)
NID1	LAMC1	14619418	(mentha)
NIN	KIF3A	23386061	(mentha)
NKX2-5	FOXH1	20211142|15363409	(mentha)
NKX2-5	UBC	25725482	(mentha)
NKX3-2	IKBKG	21606193	(mentha)
NKX3-2	IKBKB	21606193	(mentha)
NLGN2	NLGN2	18250328	(mentha)
NLRP5	OOEP	18804437	(mentha)
NLRX1	UBC	21703539	(mentha)
NLRX1	TRAF6	21703539	(mentha)
NLRX1	IKBKG	21703539	(mentha)
NMRK2	ITGB1	10613898	(mentha)
NO66	SP7	19927124	(mentha)
NOD1	HSP90AA1	16083881	(mentha)
NOD1	HSP90AB1	16083881	(mentha)
NOD2	CASP1	18511561	(mentha)
NODAL	CER1	15466485	(mentha)
NOL3	GNRH1	16249178	(mentha)
NOL3	TRA2A	16249178	(mentha)
NONO	PER2	21680841	(mentha)
NONO	PER1	21680841	(mentha)
NOP10	HMBOX1	23685356	(mentha)
NOS1	SCN5A	18591664	(mentha)
NOS1	MYO5A	21680773	(mentha)
NOS1	DMD	7545544|22937058	(mentha)
NOS1	PTGS2	18650379	(mentha)
NOS2	NOS2	12437348	(mentha)
NOS2	UBC	15528042	(mentha)
NOS3	ESR1	17921256	(mentha)
NOSTRIN	FGFR1	22751148	(mentha)
NOTCH1	RBPJ	22258620|17210915|17526737|11518718|8749394|18832173	(mentha)
NOTCH1	UBC	20844536	(mentha)
NOVA1	MATR3	10829067	(mentha)
NOVA1	PTBP2	10829067	(mentha)
NOXO1	CYBA	17140397	(mentha)
NPHS2	TRPC6	23657570	(mentha)
NPLOC4	ITPR1	16103111	(mentha)
NPM1	CDKN2A	15485902	(mentha)
NPM1	ROCK2	17015463	(mentha)
NPM1	SUMO2	15897463	(mentha)
NPM1	PARP2	15615785	(mentha)
NPM1	RPL5	16648475|18809582	(mentha)
NPM1	RPS15	15596447	(mentha)
NPM1	VIM	17015463	(mentha)
NPM1	GPANK1	15596447	(mentha)
NPM1	CDK2	16376875	(mentha)
NPM1	TP53	17277230	(mentha)
NPM1	NCL	21048921|18809582	(mentha)
NPM1	SUMO1	15897463	(mentha)
NPM1	YBX1	15596447	(mentha)
NPM3	NPM1	15596447	(mentha)
NPR1	SEMA3A	10520994	(mentha)
NPR2	NPR2	14514678	(mentha)
NPR2	NPPC	14514678	(mentha)
NR0B1	HNF4A	19651776	(mentha)
NR0B1	POU5F1	17093407|20362541	(mentha)
NR0B1	NR4A1	15155786	(mentha)
NR0B2	RELA	21725320	(mentha)
NR0B2	TRAF6	14500659|21725320	(mentha)
NR0B2	SIRPA	15699129	(mentha)
NR0B2	NR1I3	8650544	(mentha)
NR0B2	KLRB1C	10229828|10229823	(mentha)
NR1H2	MEN1	25962847	(mentha)
NR1H3	MEN1	25962847	(mentha)
NR1H3	NCOA1	25962847	(mentha)
NR1H3	EP300	25962847	(mentha)
NR1H4	SMARCA4	19805516	(mentha)
NR1H4	EP300	19883617	(mentha)
NR1H4	NR5A2	20483916	(mentha)
NR1H4	RXRA	19883617	(mentha)
NR1H4	PPARGC1A	14729567	(mentha)
NR2C1	PIAS1	17187077	(mentha)
NR2C1	UBE2I	17187077	(mentha)
NR2C1	SUMO1	17187077|18682553	(mentha)
NR2E1	HDAC3	17873065	(mentha)
NR2E1	ATN1	16702404	(mentha)
NR2E3	CRX	15689355	(mentha)
NR2F6	RASD1	21247419	(mentha)
NR3C1	JUN	2169352	(mentha)
NR3C1	FOS	2169352	(mentha)
NR4A2	CDKN1C	14671317	(mentha)
NR4A2	RELA	19345186	(mentha)
NR5A1	PPARGC1A	21108604	(mentha)
NR5A1	NFYA	20211142|12730328	(mentha)
NR5A1	UBC	21820362	(mentha)
NR5A1	CEBPB	24635384	(mentha)
NR5A1	MEN1	25591470	(mentha)
NR6A1	DNMT3B	16631596	(mentha)
NR6A1	DNMT3A	16631596	(mentha)
NRADD	SORT1	19407813	(mentha)
NRAP	ACTN3	12692149	(mentha)
NRAP	KLHL41	12692149	(mentha)
NRAS	E9Q5G7	16580637	(mentha)
NRBP1	TCEB1	22510880	(mentha)
NRBP1	TCEB2	22510880	(mentha)
NRBP1	SALL4	22510880	(mentha)
NRBP1	NRBP1	12176995	(mentha)
NRCAM	DLG4	16882004	(mentha)
NREP	TGFB1	14985127	(mentha)
NREP	TGFB2	14985127	(mentha)
NRF1	NFE2L2	18358244	(mentha)
NRIF1	SQSTM1	16252010	(mentha)
NRIF1	TRAF6	16252010	(mentha)
NRIF1	UBC	16630834	(mentha)
NRIP1	RARA	20211142|17389641	(mentha)
NRIP1	NR2C1	9774688|17187077|18682553	(mentha)
NRIP1	NCOA2	15331759	(mentha)
NRIP1	NCOA1	15331759	(mentha)
NRIP2	THRB	10860982	(mentha)
NRIP2	RARA	10860982	(mentha)
NRIP2	RORB	10860982	(mentha)
NRP1	PLXNA2	23104057	(mentha)
NRP1	NRP1	17981115	(mentha)
NRP1	EEF1A1	24021649	(mentha)
NRP1	PTK2	18464795	(mentha)
NRP1	SEMA3A	23104057	(mentha)
NRP1	RAB11A	24021649	(mentha)
NRP1	FLT1	23452854	(mentha)
NRP1	PLXNA1	10520994	(mentha)
NRP1	ENO1	24021649	(mentha)
NRXN1	LIN7C	16186258	(mentha)
NRXN1	SYTL1	11243866	(mentha)
NRXN1	SYTL2	11243866	(mentha)
NRXN1	SYTL3	11243866	(mentha)
NSF	STX1A	21307259	(mentha)
NSF	PTPN9	15322554	(mentha)
NSFL1C	VCP	12529442|10811609|22773186	(mentha)
NSMCE1	NDNL2	24911587	(mentha)
NSMCE2	EID3	21364888	(mentha)
NSMCE2	NACA	25002400	(mentha)
NT5C2	SOCS1	20622265	(mentha)
NTF3	NTRK2	8621424	(mentha)
NTN4	NTN4	17588941	(mentha)
NTNG1	LRRC4C	17785411	(mentha)
NTRK1	TRAF6	17389358	(mentha)
NTRK1	ULK1	17389358	(mentha)
NTRK1	TRIM30A	18598672	(mentha)
NTRK1	NDN	16049186	(mentha)
NTRK1	UBC	21574998	(mentha)
NTRK2	UBC	21574998	(mentha)
NUCB1	PTGS1	8643612	(mentha)
NUDC	DCTN1	20019668	(mentha)
NUMB	APP	12011466	(mentha)
NUMB	LNX2	11922143	(mentha)
NUMB	LNX1	9535908	(mentha)
NUMB	CDH2	17589506	(mentha)
NUMB	CTNNA1	17589506	(mentha)
NUMB	CDH1	17589506	(mentha)
NUMB	CTNNB1	17589506	(mentha)
NUMB	NOTCH1	20844536	(mentha)
NUMB	IGSF5	16832352	(mentha)
NUMB	GRIN1	17589506	(mentha)
NUMB	EPS15	9303539	(mentha)
NUP50	CDKN1B	10811608	(mentha)
NUP62	NUTF2	10543952	(mentha)
NUPR1	MYOD1	19723804	(mentha)
NUPR1	EP300	19723804	(mentha)
NUTF2	NUTF2	10543952	(mentha)
NXF1	MAP1B	16014633	(mentha)
NXF1	NXT2	15820316	(mentha)
NXF1	NUP62	15820316|11579093	(mentha)
NXT1	NUP62	11579093	(mentha)
NXT1	NXF1	15820316	(mentha)
Naa10	Naa15	12888564	"psi-mi:""MI:0463""(biogrid)"
Nab2	Chd4	16574654	"psi-mi:""MI:0463""(biogrid)"
Naca	Tbp	9488445	"psi-mi:""MI:0463""(biogrid)"
Naca	Nsmce2	25002400	"psi-mi:""MI:0463""(biogrid)"
Nacc1	Tardbp	23022214	"psi-mi:""MI:0463""(biogrid)"
Nalcn	Unc80	19092807	MI:0465(dip)
Nampt	Nampt	16783377	MI:0465(dip)
Nanog	Nanog	18223644|18436640	"psi-mi:""MI:0463""(biogrid)|MI:0465(dip)"
Nanog	Nfkb2	18223644	"psi-mi:""MI:0463""(biogrid)"
Nanog	Zmym2	18436640	MI:0465(dip)
Nanog	Relb	18223644	"psi-mi:""MI:0463""(biogrid)"
Nanog	Mapk1	24793005	"psi-mi:""MI:0463""(biogrid)"
Nanog	Hist4h4	23798425	"psi-mi:""MI:0463""(biogrid)"
Nanog	Sall4	18436640|16840789	"MI:0465(dip)|psi-mi:""MI:0463""(biogrid)"
Nanog	Rel	18223644	"psi-mi:""MI:0463""(biogrid)"
Nanog	Fbxw5	24793005	"psi-mi:""MI:0463""(biogrid)"
Nanog	Pou5f1	18436640	MI:0465(dip)
Nanog	Rela	18223644	"psi-mi:""MI:0463""(biogrid)"
Nanog	Nacc1	18436640	MI:0465(dip)
Nanog	Mapk3	24793005	"psi-mi:""MI:0463""(biogrid)"
Nanog	Fbxw4	24793005	"psi-mi:""MI:0463""(biogrid)"
Nanog	Fbxw8	24793005	"psi-mi:""MI:0463""(biogrid)"
Nanog	Pin1	20622153|20622153	"MI:0465(dip)|psi-mi:""MI:0463""(biogrid)"
Nanos2	Rqcd1	20133598	MI:0465(dip)
Nanos2	Cnot7	20133598	MI:0465(dip)
Nanos3	Nanos2	17138666	"psi-mi:""MI:0463""(biogrid)"
Nap1l1	Nap1l2	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l2	Nap1l1	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l2	Nap1l5	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l2	Mtf2	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l2	Setbp1	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l2	Tceal8	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l2	Nap1l4	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l2	Nap1l3	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l2	Hnrnpc	21333655	"psi-mi:""MI:0463""(biogrid)"
Nap1l4	Nap1l2	21333655	"psi-mi:""MI:0463""(biogrid)"
Nasp	Hist1h1b	10893414	"psi-mi:""MI:0469""(IntAct)"
Nasp	Cdk1	19553603	"psi-mi:""MI:0463""(biogrid)"
Nasp	Hist1h1e	10893414	"psi-mi:""MI:0469""(IntAct)"
Nasp	Hist1h1d	10893414	"psi-mi:""MI:0469""(IntAct)"
Nasp	Hspa2	19553603	"psi-mi:""MI:0463""(biogrid)"
Nasp	Hist1h1c	10893414	"psi-mi:""MI:0469""(IntAct)"
Nav1	Trio	25065758	"psi-mi:""MI:0463""(biogrid)"
Nbl1	App	12011466|12011466	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Nbn	Rpa1	22246237	MI:0974(innatedb)
Nbn	Atr	22246237	MI:0974(innatedb)
Nbn	Mre11a	22246237	MI:0974(innatedb)
Nbn	Parp1	22246237	MI:0974(innatedb)
Nbr1	Ubc	19427866	"psi-mi:""MI:0463""(biogrid)"
Nbr1	Ubb	19427866	"psi-mi:""MI:0463""(biogrid)"
Nbr1	Tmed10	19427866	"psi-mi:""MI:0463""(biogrid)"
Nbr1	Ube2o	19427866	"psi-mi:""MI:0463""(biogrid)"
Nbr1	Rps27a	19250911	"psi-mi:""MI:0469""(IntAct)"
Nbr1	Sqstm1	19250911|20616007	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Nbr1	Mapk14	20616007	"psi-mi:""MI:0463""(biogrid)"
Nbr1	Map1b	22654911	"psi-mi:""MI:0463""(biogrid)"
Nbr1	Lamtor2	19427866	"psi-mi:""MI:0463""(biogrid)"
Ncam1	Fgfr2	21710437	"psi-mi:""MI:0469""(IntAct)"
Ncam1	Sptan1	20598904	"psi-mi:""MI:0463""(biogrid)"
Ncam1	Ywhab	20598904	"psi-mi:""MI:0463""(biogrid)"
Ncf1	Mapk14	MINT-7306015|19696743	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ncf1	Ncf4	8679714	MI:0465(dip)
Ncf2	Prdx6	23401562	"psi-mi:""MI:0463""(biogrid)"
Ncf4	Ncf2	19903815	MI:0974(innatedb)
Nck1	Tnk2	16777958	"psi-mi:""MI:0463""(biogrid)"
Nck1	Dok1	15148308	"psi-mi:""MI:0469""(IntAct)"
Nck1	Socs3	15173187	MI:0974(innatedb)
Nck1	Abl1	15148308|10967110	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Nck1	Cbl	8635998|7517397	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Nck2	Efnb2	15096211|MINT-6731623	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Nck2	Dnm1	11557983	"psi-mi:""MI:0463""(biogrid)"
Nck2	Dok2	10428862|10428862	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Nck2	Sorbs1	11557983	"psi-mi:""MI:0463""(biogrid)"
Nck2	Abi1	11557983	"psi-mi:""MI:0463""(biogrid)"
Nck2	Hnrnpk	11557983	"psi-mi:""MI:0463""(biogrid)"
Nck2	Bcar1	20637038|MINT-7909500	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Nck2	Axin1	11557983	"psi-mi:""MI:0463""(biogrid)"
Ncl	Mlf1	12176995|12176995	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ncl	Irs1	9813005|9813005	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ncl	Gzma	1860869	MI:0974(innatedb)
Ncoa1	Cebpg	17471507	MI:0974(innatedb)
Ncoa1	Nrip1	15331759	"psi-mi:""MI:0463""(biogrid)"
Ncoa1	Stat3	17471507	MI:0974(innatedb)
Ncoa1	Ep300	8855229	"psi-mi:""MI:0463""(biogrid)"
Ncoa1	Nr5a1	9482669	"psi-mi:""MI:0463""(biogrid)"
Ncoa1	Myod1	15563453	"psi-mi:""MI:0463""(biogrid)"
Ncoa2	Myod1	15563453	"psi-mi:""MI:0463""(biogrid)"
Ncoa2	Kif5c	11986669|11986669	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ncoa2	Nr3c1	8643509	MI:0974(innatedb)
Ncoa2	Irf3	16362036	MI:0974(innatedb)
Ncoa2	Nrip1	15331759	"psi-mi:""MI:0463""(biogrid)"
Ncoa2	Carm1	10381882	"psi-mi:""MI:0463""(biogrid)"
Ncoa2	Kif5b	11986669|11986669	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ncoa3	Nrip1	15331759	"psi-mi:""MI:0463""(biogrid)"
Ncoa3	Tia1	17349961	"psi-mi:""MI:0463""(biogrid)"
Ncoa3	Myod1	15563453	"psi-mi:""MI:0463""(biogrid)"
Ncoa3	Tial1	17349961	"psi-mi:""MI:0463""(biogrid)"
Ncoa3	Ptpn6	11668176	"psi-mi:""MI:0463""(biogrid)"
Ncoa3	Ncoa1	16459312	"psi-mi:""MI:0463""(biogrid)"
Ncoa3	Crebbp	17043108	"psi-mi:""MI:0463""(biogrid)"
Ncoa6	Thrb	10681503	"psi-mi:""MI:0463""(biogrid)"
Ncoa6	Ppara	10681503	"psi-mi:""MI:0463""(biogrid)"
Ncoa6	Esr2	10681503	"psi-mi:""MI:0463""(biogrid)"
Ncoa6	Pparg	10681503	"psi-mi:""MI:0463""(biogrid)"
Ncoa6	Thra	10681503	"psi-mi:""MI:0463""(biogrid)"
Ncoa6	Esr1	10681503	"psi-mi:""MI:0463""(biogrid)"
Ncoa6	Kmt2c	17021013|17021013	"MI:0465(dip)|psi-mi:""MI:0463""(biogrid)"
Ncoa6	Trp53bp1	19433796	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Tbl1x	15695367	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Tp53	19011633	MI:0465(dip)
Ncor1	Patz1	16491076	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Tbl1xr1	15695367	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Ube2i	16421255	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Tfap4	16924111	MI:0465(dip)
Ncor1	Zbtb7c	22253232	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Dach1	12130660	"psi-mi:""MI:0469""(IntAct)"
Ncor1	Hdac3	15695367	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Sin3a	9139821	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Gps2	15695367	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Pik3r1	17606624	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Mecp2	23770565	MI:0465(dip)
Ncor1	Dzip3	18206970	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Pias1	16421255	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Siah2	21389087	"psi-mi:""MI:0463""(biogrid)"
Ncor1	Sap30	9702189	"psi-mi:""MI:0469""(IntAct)"
Ncor2	Hdac7	16956611|16956611	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ncs1	Itpr1	17114292	MI:0465(dip)
Ncstn	Psenen	16449386	MI:0465(dip)
Ncstn	Psen1	11943765	"psi-mi:""MI:0463""(biogrid)"
Ncstn	Syvn1	19725872	"psi-mi:""MI:0463""(biogrid)"
Ncstn	Hspa5	11943765	"psi-mi:""MI:0463""(biogrid)"
Ncstn	Rps27a	19725872|MINT-7255344	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ncstn	Calr	23585889	"psi-mi:""MI:0469""(IntAct)"
Ncstn	Hsp90b1	11943765	"psi-mi:""MI:0463""(biogrid)"
Ncstn	Eea1	11943765	"psi-mi:""MI:0463""(biogrid)"
Ncstn	Herpud1	21600962	"psi-mi:""MI:0463""(biogrid)"
Ncstn	Ubc	21600962	"psi-mi:""MI:0463""(biogrid)"
Nde1	Trp53	25245017	"psi-mi:""MI:0463""(biogrid)"
Nde1	Dync1i1	21911489	"psi-mi:""MI:0463""(biogrid)"
Nde1	Dynll1	11163258|21911489	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Nde1	Tcp1	11163258	"psi-mi:""MI:0469""(IntAct)"
Nde1	Smc3	25245017	"psi-mi:""MI:0463""(biogrid)"
Nde1	Smc1a	25245017	"psi-mi:""MI:0463""(biogrid)"
Nde1	Sla	11163258	"psi-mi:""MI:0469""(IntAct)"
Nde1	Cenpf	15939891	"psi-mi:""MI:0469""(IntAct)"
Nde1	Smarca5	25245017	"psi-mi:""MI:0463""(biogrid)"
Nde1	Pafah1b1	11163258|11163258	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Nde1	Rad21	25245017	"psi-mi:""MI:0463""(biogrid)"
Ndel1	Tubb1	18331715	"psi-mi:""MI:0463""(biogrid)"
Ndel1	Ywhaz	12796778	"psi-mi:""MI:0471""(MINT)"
Ndel1	Pafah1b1	15208636|18331715	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ndel1	Ywhae	12796778|18331715|12796778	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ndel1	Nefl	15208636	"psi-mi:""MI:0463""(biogrid)"
Ndel1	Dync1h1	18331715|15208636	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ndel1	Tuba1a	18331715	"psi-mi:""MI:0463""(biogrid)"
Ndel1	Ywhab	12796778	"psi-mi:""MI:0471""(MINT)"
Ndel1	Dctn1	15208636	"psi-mi:""MI:0463""(biogrid)"
Ndel1	Dync1i1	18331715	"psi-mi:""MI:0463""(biogrid)"
Ndel1	Pafah1b1	11231056|12796778|12796778	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ndel1	Ndel1	17997972	MI:0465(dip)
Ndel1	Ywhag	12796778	"psi-mi:""MI:0471""(MINT)"
Ndel1	Arhgap1	18331715	"psi-mi:""MI:0463""(biogrid)"
Ndel1	Ywhaq	12796778	"psi-mi:""MI:0471""(MINT)"
Ndel1	Nefh	15208636	"psi-mi:""MI:0463""(biogrid)"
Ndfip1	Nedd4	18819914|22417925|11748237	"MI:0974(innatedb)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ndfip1	Nedd4l	18819914|24275527	"MI:0974(innatedb)|psi-mi:""MI:0463""(biogrid)"
Ndfip1	Pten	23012657	"psi-mi:""MI:0463""(biogrid)"
Ndfip1	Itch	18819914	MI:0974(innatedb)
Ndfip1	Tsg101	23012657	"psi-mi:""MI:0463""(biogrid)"
Ndn	Fez2	15649943	"psi-mi:""MI:0463""(biogrid)"
Ndn	Maged1	15272023	"psi-mi:""MI:0469""(IntAct)"
Ndn	Cys1	24349431	"psi-mi:""MI:0463""(biogrid)"
Ndn	Epas1	23785149	"psi-mi:""MI:0463""(biogrid)"
Ndn	Hif1a	15978586|15978586	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ndn	Ntrk1	16049186	"psi-mi:""MI:0463""(biogrid)"
Ndn	Mdm2	22905258	"psi-mi:""MI:0463""(biogrid)"
Ndn	Pias1	24911587	"psi-mi:""MI:0463""(biogrid)"
Ndn	Fez1	15649943	"psi-mi:""MI:0463""(biogrid)"
Ndn	Ngfr	14593116|16049186	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Ndn	Trp53	24911587	"psi-mi:""MI:0463""(biogrid)"
Ndn	Rtn4	19386232	"psi-mi:""MI:0463""(biogrid)"
Ndn	Ccar1	22905258	"psi-mi:""MI:0463""(biogrid)"
Ndn	Msx1	15272023	"psi-mi:""MI:0469""(IntAct)"
Ndn	Msx2	15272023	"psi-mi:""MI:0469""(IntAct)"
Ndn	E2f1	14593116|12198120	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Ndnl2	Nsmce1	24911587	"psi-mi:""MI:0463""(biogrid)"
Ndst1	Ext2	18337501	MI:0465(dip)
Ndufs3	Ecsit	21525932	MI:0465(dip)
Necap1	Fcho1	24130457	MI:0465(dip)
Nectin1	Nectin1	22902367	MI:0465(dip)
Nectin1	Pard3	12515806	"psi-mi:""MI:0471""(MINT)"
Nectin2	Afdn	10974003	"psi-mi:""MI:1222""(mbinfo)"
Nectin2	Nectin2	22902367	MI:0465(dip)
Nectin3	Nectin3	22902367	MI:0465(dip)
Nectin4	Nectin4	22902367	MI:0465(dip)
Nedd4	Adrbk1	17544362	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Scnn1g	10212229	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Scnn1a	10212229|18687683	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Nedd4	Cbl	18931680	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Grb10	10446181|20980250|10446181	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Nedd4	Laptm5	18562292	MI:0465(dip)
Nedd4	Tnik	20159449	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Ywhae	18687683	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Ywhab	18687683|16099816	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Nedd4	Hunk	22745772	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Rap2a	20159449	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Scnn1b	10212229	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Nedd4	11435423	"psi-mi:""MI:0463""(biogrid)"
Nedd4	Dlg3	21920314	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Scnn1g	12424229	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Ywhae	18687683|MINT-8008580|16613846	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Nedd4l	Wnk1	26241057	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Sfn	16613846	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Sgk1	11742982	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Ndfip1	24275527	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Scnn1b	12424229	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Scnn1a	12424229	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Slc12a1	23104236	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Ywhab	16613846|16613846|MINT-8007459	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Nedd4l	Raf1	19380724	MI:0465(dip)
Nedd4l	Ywhaq	16613846	"psi-mi:""MI:0463""(biogrid)"
Nedd4l	Ywhag	16613846	"psi-mi:""MI:0463""(biogrid)"
Nedd8	Uchl3	14673145	"psi-mi:""MI:0463""(biogrid)"
Nedd8	Cul1	20937703	"psi-mi:""MI:0463""(biogrid)"
Nedd8	Cul5	19917606	"psi-mi:""MI:0463""(biogrid)"
Nedd8	Senp8	14673145	"psi-mi:""MI:0463""(biogrid)"
Nedd9	Aurka	24574519	"psi-mi:""MI:0463""(biogrid)"
Nedd9	Cttn	24574519	"psi-mi:""MI:0463""(biogrid)"
Nedd9	Sh2d3c	20956287	MI:0465(dip)
Nefh	Ndel1	15208636	"psi-mi:""MI:0463""(biogrid)"
Nefl	Trim2	18687884	"psi-mi:""MI:0463""(biogrid)"
Nefl	Nefh	15208636	"psi-mi:""MI:0463""(biogrid)"
Nefl	Ndel1	15208636	"psi-mi:""MI:0463""(biogrid)"
Neil2	Keap1	24366543	"psi-mi:""MI:0463""(biogrid)"
Nek1	Wwtr1	21474562	"psi-mi:""MI:0463""(biogrid)"
Nek10	Raf1	20956560	"psi-mi:""MI:0463""(biogrid)"
Nek10	Map2k1	20956560	"psi-mi:""MI:0463""(biogrid)"
Nelfcd	Ar	20069563	"psi-mi:""MI:0463""(biogrid)"
Nes	Tgfbr2	20603020	"psi-mi:""MI:0469""(IntAct)"
Nes	Tgfbr1	20603020	"psi-mi:""MI:0469""(IntAct)"
Nes	Pard6a	20603020	"psi-mi:""MI:0469""(IntAct)"
Net1	Magi1	11350080|11350080	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Neto1	Dlg2	19243221	MI:0465(dip)
Neu1	Ctsa	9425240	"psi-mi:""MI:0463""(biogrid)"
Neu1	Mmp9	21873432	MI:0974(innatedb)
Neurl1	Ppp3ca	22153079	"psi-mi:""MI:0469""(IntAct)"
Neurl1	Hsp90ab1	22153079	"psi-mi:""MI:0469""(IntAct)"
Neurl1	Hk1	22153079	"psi-mi:""MI:0469""(IntAct)"
Neurl1	Camk2b	22153079	"psi-mi:""MI:0469""(IntAct)"
Neurl1	Uqcrc1	22153079	"psi-mi:""MI:0469""(IntAct)"
Neurl1	Epn2	22153079	"psi-mi:""MI:0469""(IntAct)"
Neurl1	Cpeb3	22153079	"psi-mi:""MI:0469""(IntAct)"
Neurl1a	Neurl1a	17003037	"psi-mi:""MI:0463""(biogrid)"
Neurl1a	Dll1	19723503	"psi-mi:""MI:0463""(biogrid)"
Neurl1a	Cpeb3	22153079	"psi-mi:""MI:0463""(biogrid)"
Neurl1a	Dll4	19723503	"psi-mi:""MI:0463""(biogrid)"
